estado_accion,estado_velocidad,frase,accion,velocidad
prendida,lenta,echaLe para enfrENte,adelante,null
izquierda,normal,Disminuye La Velocidad,izquierda,normal
prendida,detenida,silla ve hacia adelante rapido,adelante,rapido
prendida,detenida,no tan rapido en corto,null,lenta
adelante + izquierda,normal,por favor mueve a la derecha ahora,adelante,normal
apagado,detenida,inicia de inmediato ahorita,prender,detenida
prendida,detenida,gira izquierda ahorita,izquierda,null
adelante,normal,A LA DERECHA,adelante + derecha,normal
prendida,lenta,oye despacio,null,lenta
derecha,normal,por favor acelera mas??,derecha,rapido
adelante,normal,hey voltea a la izquierda,adelante + izquierda,normal
prendida,detenida,para enfrente con calma,adelante,lenta
prendida,detenida,ve hacia adelante ahorita,adelante,null
prendida,normal,Oye Avanza,adelante,null
prendida,detenida,para enfrente con calma ahora,adelante,lenta
prendida,lenta,no tan rapido en este momento,null,lenta
prendida,detenida,a la derecha por favor,derecha,null
prendida,detenida,regresate con mas velocidad!!,atras,rapido
adelante,rapido,hey dobla a la izquierda,adelante + izquierda,rapido
adelante,normal,silla dobla a la izquierda ahorita!!,adelante + izquierda,normal
prendida,detenida,voltea al lado izquierdo tranqui ahorita,izquierda,lenta
prendida,detenida,Hey Bajale La Velocidad De Una?,null,lenta
prendida,lenta,avanZa un poco ahorita,adelante,null
apagado,detenida,oye prende ahora por favor,prender,detenida
prendida,rapido,hey subele la velocidad en este momento ahora,null,rapido
prendida,rapido,pa atras ahorita,atras,null
prendida,detenida,DE REVERSA MAS RAPIDO DE INMEDIATO,atras,rapido
atras,lenta,SILLA A VELOCIDAD NORMAL EN ESTE MOMENTO AHORITA,atras,normal
adelante,detenida,baja a normal ahorita!!,adelante,normal
adelante + izquierda,rapido,adelante ahora,adelante,rapido
prendida,rapido,SILLA SUBELE LA VELOCIDAD YA!,null,rapido
prendida,detenida,cierra en corto,apagar,detenida
prendida,detenida,dobla al lado derecho,derecha,normal
adelante + izquierda,normal,a la derecha de inmediato,adelante,normal
adelante,detenida,Manten Velocidad Normal En Friega,adelante,normal
adelante + derecha,normal,Hey A La Izquierda,adelante,normal
prendida,detenida,HEY PA ATRAS,atras,null
atras,detenida,por favor con cuidado ya??,atras,lenta
izquierda,detenida,por favor mete mas velocidad de una de inmediato,izquierda,rapido
prendida,detenida,Hey Avanza Ahorita!!,adelante,null
prendida,detenida,OYE CAMINA HACIA ENFRENTE CON CUIDADO POR FAVOR,adelante,lenta
prendida,detenida,PARA ATRAS ACELERA MAS YA,atras,rapido
prendida,detenida,oye al lado derecho apurate,derecha,rapido
prendida,detenida,SILLA MUEVE A LA DERECHA,derecha,null
prendida,detenida,hey continua para enfrente con mas velocidad!!,adelante,rapido
prendida,detenida,en reversa lento,atras,lenta
adelante,normal,A LA IZQUIERDA,adelante + izquierda,normal
prendida,detenida,oye desconectate ahora por favor,apagar,detenida
atras,detenida,hey no tan rapido en corto...,atras,lenta
prendida,detenida,gira a la izquierda velocidad normal ahora,izquierda,normal
prendida,detenida,oye echale hacia atras,atras,normal
prendida,lenta,por favor aumenta la velocidad,null,rapido
prendida,rapido,oye vamos adelante por favor,adelante,null
adelante,rapido,silla velocidad normal en friega ahorita,adelante,normal
prendida,detenida,hey voltea a la derecha ya,derecha,null
prendida,detenida,hey ve de frente despacito por favor,adelante,lenta
prendida,detenida,para atras ahora,atras,null
prendida,normal,hey reduce un poco la velocidad,null,normal
prendida,detenida,EChAle ParA atras,atras,normal
prendida,detenida,cierra ahora,apagar,detenida
adelante,lenta,Reduce Velocidad De Inmediato,adelante,lenta
apagado,detenida,oye inicia...,prender,detenida
prendida,detenida,hey ContinuA hacia adElaNte mete vELocidAd.,adelante,rapido
prendida,lenta,vamos adelante de inmediato!,adelante,null
adelante + derecha,lenta,hey dobla a la izquierda ahora,adelante,lenta
prendida,detenida,dale de frente tranqui,adelante,lenta
apagado,detenida,por favor activate en corto!!,prender,detenida
adelante + derecha,normal,echale para enfrente?,adelante,normal
izquierda,detenida,mas lento ahorita,izquierda,lenta
prendida,detenida,oye derecha mas rapido,derecha,rapido
adelante,detenida,Silla Gira Derecha,adelante + derecha,detenida
adelante,detenida,incrementa la velocidad,adelante,rapido
prendida,detenida,hey regresate COn calma...,atras,lenta
adelante,normal,OYE MUEVE A LA DERECHA.,adelante + derecha,normal
prendida,detenida,silla desconectate ahora ya,apagar,detenida
atras,rapido,con calma ahora,atras,lenta
prendida,detenida,avanza ya,adelante,null
prendida,detenida,oye rueda al frente con cuidado ahora??,adelante,lenta
adelante,lenta,Silla A La Izquierda!,adelante + izquierda,lenta
prendida,detenida,A la dErecHa modo Normal,derecha,normal
prendida,detenida,silla muevete hacia adelante despacio por favor.,adelante,lenta
atras,detenida,modo normal ahorita ahora,atras,normal
prendida,lenta,por favor con mas velocidad ahorita ahorita,null,rapido
atras,rapido,CON CALMA AHORA,atras,lenta
prendida,normal,vamos adelante,adelante,null
apagado,detenida,enciende ya,prender,detenida
adelante,lenta,silla voltea a la izquierda ahorita?,adelante + izquierda,lenta
atras,detenida,Silla Mete Mas Velocidad Ya,atras,rapido
adelante,lenta,hey mueve a la derecha de inmediato!,adelante + derecha,lenta
prendida,detenida,hey dale adelante rapido,adelante,rapido
prendida,detenida,hey rueda hacia atras con mas velocidad de inmediato,atras,rapido
adelante,lenta,con calma de una ahora,adelante,lenta
adelante,lenta,GIRA A LA DERECHA POR FAVOR,adelante + derecha,lenta
prendida,rapido,reduce la velocidad de una,null,lenta
prendida,detenida,oye echale para enfrente,adelante,null
adelante + derecha,normal,por favor ve hacia adelante ya,adelante,normal
apagado,detenida,inicia en friega ahorita!!,prender,detenida
adelante,rapido,giRa a La izquierDa,adelante + izquierda,rapido
adelante + derecha,normal,por favor vamos adelante ahora,adelante,normal
prendida,rapido,por favor echale para enfrente,adelante,null
prendida,detenida,Oye PaRa Adelante,adelante,normal
derecha,lenta,con calma en friega ya,derecha,lenta
adelante,normal,a velocidad normal de inmediato,adelante,normal
prendida,rapido,oye velociDAd normal en este MOmeNtO,null,normal
prendida,normal,por favor ve hacia adelante de inmediato,adelante,null
prendida,detenida,DE FRENTE DESPACITO.,adelante,lenta
adelante,normal,silla a velocidad normal de una!!,adelante,normal
prendida,detenida,echale para atras con calma por favor,atras,lenta
prendida,detenida,Para ATras aceLeRA mAs de inmediato,atras,rapido
prendida,detenida,por favor avanza ponlo normal ahorita,adelante,normal
adelante,detenida,a la izquierda ya...,adelante + izquierda,detenida
prendida,lenta,por favor mas despacio,null,lenta
adelante + izquierda,normal,Voltea A La Derecha,adelante,normal
prendida,detenida,reversa,atras,null
apagado,detenida,inicia ya,prender,detenida
izquierda,lenta,mete mas velocidad de una ya,izquierda,rapido
adelante,lenta,derecha ahorita,adelante + derecha,lenta
prendida,detenida,por favor apaga en este momento ahora,apagar,detenida
prendida,detenida,regresate hacia atras rapido...,atras,rapido
adelante + izquierda,normal,dobla a la derecha de inmediato,adelante,normal
prendida,rapido,silla disminuye la velocidad,null,normal
prendida,detenida,dale hacia atras apurate,atras,rapido
prendida,detenida,gira a la izquierda por favor...,izquierda,null
prendida,detenida,hey llegale para enfrente rapido,adelante,rapido
prendida,detenida,por favor gira izquierda??,izquierda,null
prendida,detenida,oye para enfrente...,adelante,null
prendida,detenida,camina hacia enfrente suavecito por favor,adelante,lenta
adelante,normal,oye mueve a la derecha,adelante + derecha,normal
prendida,normal,OYE BAJA A NORMAL YA,null,normal
prendida,detenida,oye arrancate hacia adelante,adelante,normal
adelante,lenta,girA IZquiErda ya!!,adelante + izquierda,lenta
adelante + derecha,normal,Hey Gira A La Izquierda,adelante,normal
izquierda,lenta,a velocidad normal ya!,izquierda,normal
atras,detenida,Oye Desacelera De Inmediato,atras,lenta
prendida,rapido,hey baja a normal ahorita!!,null,normal
prendida,detenida,oye voltea a la izquierda ahora,izquierda,null
prendida,detenida,apaga ahora por favor?,apagar,detenida
apagado,detenida,encender por favor,prender,detenida
adelante + izquierda,rapido,heY avaNZa,adelante,rapido
prendida,lenta,recula!,atras,null
apagado,detenida,hey enciendete ahorita,prender,detenida
adelante,detenida,BAJALE LA VELOCIDAD DE INMEDIATO DE INMEDIATO??,adelante,lenta
prendida,rapido,no tan rapido en este momento,null,lenta
adelante,rapido,voltea a la izquierda??,adelante + izquierda,rapido
adelante,lenta,oye gira derecha,adelante + derecha,lenta
adelante,rapido,por favor mas lento ya de inmediato,adelante,lenta
prendida,detenida,desconectate de inmediato ya,apagar,detenida
derecha,normal,SILLA ACELERA DE UNA,derecha,rapido
adelante,detenida,oye reduce un poco la velocidad ahorita,adelante,normal
prendida,detenida,por favor rueda para atras,atras,normal
adelante + derecha,lenta,SILLA DOBLA A LA IZQUIERDA AHORA,adelante,lenta
adelante,lenta,silla manten velocidad normal ahorita,adelante,normal
prendida,detenida,avanza trANqUi,adelante,lenta
atras,detenida,oye subele la velocidad ahorita!!,atras,rapido
prendida,detenida,regresate de reversa despacito,atras,lenta
apagado,detenida,por favor enciendete ahorita,prender,detenida
adelante,normal,dobla a la izquierda por favor,adelante + izquierda,normal
adelante + izquierda,rapido,gira derecha por favor,adelante,rapido
adelante + derecha,rapido,oye voltea a la izquierda,adelante,rapido
derecha,normal,silla modo normal ahorita!!,derecha,normal
adelante + derecha,normal,por favor voltea a la izquierda de inmediato,adelante,normal
apagado,detenida,Encender De Inmediato,prender,detenida
adelante,rapido,mete mAS veloCidad por favor,adelante,rapido
prendida,lenta,por favor reduce velocidad,null,lenta
prendida,detenida,oye con mas velocidad de inmediato por favor,null,rapido
adelante + derecha,rapido,oye izquierda ahorita!,adelante,rapido
prendida,rapido,oye no tan rapido en este momento,null,lenta
prendida,detenida,hey arrancate para atras ahora,atras,normal
prendida,detenida,apaga ya,apagar,detenida
prendida,detenida,llegale al frente tranqui??,adelante,lenta
derecha,lenta,desacelera ahorita!,derecha,lenta
prendida,lenta,con calma ya,null,lenta
prendida,detenida,silla a la izquierda a velocidad normal!,izquierda,normal
prendida,detenida,hey ve para adelante mas rapido,adelante,rapido
adelante + izquierda,rapido,oye derecha ya,adelante,rapido
adelante + derecha,lenta,Por Favor Ve Hacia Adelante,adelante,lenta
adelante,normal,dobla a la derecha ahora,adelante + derecha,normal
prendida,detenida,oye ve hacia adelante,adelante,null
adelante,normal,silla ponlo normal por favor!,adelante,normal
prendida,detenida,pa' atras suavecito de inmediato,atras,lenta
adelante,rapido,por Favor ponlo normal,adelante,normal
adelante,rapido,OyE manTen Velocidad normaL yA De inmEdiaTo,adelante,normal
atras,rapido,oye modo normal ya,atras,normal
prendida,detenida,hey hacia adelante mete velocidad por favor,adelante,rapido
prendida,detenida,despacito,null,lenta
adelante,rapido,por favor gira derecha,adelante + derecha,rapido
adelante,rapido,silla a la izquierda ya,adelante + izquierda,rapido
prendida,detenida,silla rueda para atras lento,atras,lenta
apagado,detenida,pReNdete aHora PoR favor,prender,detenida
atras,detenida,aumenta la velocidad ya,atras,rapido
prendida,detenida,adelante mas despacio por favor??,adelante,lenta
prendida,lenta,hazte para atras ya?,atras,null
adelante,normal,BAJALE LA VELOCIDAD DE INMEDIATO,adelante,lenta
prendida,detenida,camina hacia enfrente con cuidado de inmediato!,adelante,lenta
atras,normal,aumenta la velocidad ahorita,atras,rapido
adelante,rapido,normal ahorita,adelante,normal
adelante + derecha,normal,hey vamos adelante!!,adelante,normal
prendida,detenida,hey a la izquierda ya,izquierda,null
adelante,normal,Silla Gira A La Derecha,adelante + derecha,normal
prendida,detenida,hey ve despacio ahorita ahora,null,lenta
prendida,normal,OYE DA REVERSA,atras,null
prendida,detenida,Da Vuelta Pa' La Izquierda Lento,izquierda,lenta
adelante,lenta,oye derecha.,adelante + derecha,lenta
prendida,detenida,continua en reversa suavecito ya,atras,lenta
prendida,detenida,por favor en reversa normal ya,atras,normal
prendida,detenida,avanza ponlo normal!!,adelante,normal
adelante,lenta,con mas velocidad en corto por favor,adelante,rapido
adelante,normal,ve despacio en corto,adelante,lenta
adelante,detenida,POR FAVOR NO TAN RAPIDO DE UNA,adelante,lenta
apagado,detenida,prendete de una,prender,detenida
prendida,detenida,ECHALE DE FRENTE,adelante,normal
atras,normal,Lento,atras,lenta
adelante + derecha,normal,OYE A LA IZQUIERDA AHORITA,adelante,normal
prendida,detenida,arrancate de reversa por favor,atras,normal
adelante,normal,por favor gira derecha de inmediato,adelante + derecha,normal
prendida,rapido,silla para enfrente ahorita,adelante,null
prendida,normal,hey retrocede ahorita,atras,null
prendida,detenida,desconectate de inmediato,apagar,detenida
prendida,detenida,dale hacia atras despacito ya??,atras,lenta
prendida,detenida,avanza un poco...,adelante,null
prendida,lenta,PoR fAvor disminuye la velociDad??,null,normal
prendida,normal,pa atras ahOrA,atras,null
adelante + derecha,normal,muevete adelante...,adelante,normal
prendida,lenta,acelera mas,null,rapido
prendida,detenida,hey desconectate en friega,apagar,detenida
prendida,detenida,oye echate para atras ahorita,atras,null
prendida,detenida,Rueda De Reversa Mete Velocidad...,atras,rapido
adelante + derecha,rapido,silla gira a la izquierda.,adelante,rapido
adelante,normal,hey mete mas velocidad ya por favor,adelante,rapido
prendida,detenida,sigue de reversa mete velocidad,atras,rapido
atras,lenta,por favor disminuye la velocidad ya,atras,normal
prendida,detenida,ve hacia la izquierda,izquierda,normal
prendida,detenida,por favor rueda para atras despacio,atras,lenta
apagado,detenida,enciende ahorita,prender,detenida
atras,detenida,silla con mas velocidad de inmediato,atras,rapido
apagado,detenida,oye arranca ya,prender,detenida
prendida,rapido,ve hacia atras por favor,atras,null
atras,lenta,Incrementa La Velocidad,atras,rapido
prendida,detenida,Apagar...,apagar,detenida
adelante + derecha,normal,adelante.,adelante,normal
prendida,rapido,no tan rapido ya,null,lenta
prendida,detenida,por favor apaga en friega,apagar,detenida
derecha,normal,por favor mete velocidad,derecha,rapido
prendida,detenida,echale para enfrente!!,adelante,null
atras,rapido,no tan rapido de inmediato ya...,atras,lenta
prendida,detenida,desConectate en frIeGa De InmEdiato!!,apagar,detenida
adelante + derecha,lenta,SILLA GIRA IZQUIERDA,adelante,lenta
derecha,normal,hey bajale la velocidad de una ahora,derecha,lenta
prendida,detenida,ve de frente ya,adelante,normal
apagado,detenida,arranca ahorita,prender,detenida
prendida,detenida,oye apaguete,apagar,detenida
